"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "private"
"682" 4000028 0 1 0 3 0 1.8905 -1.0344 0.8233 0.4555 -2.7106 -1.0657 100 100 250 532.956 653.888 589.666 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"683" 4000028 0 1 0 3 1 -0.3799 0.1837 1.4721 -0.5113 1.314 -1.2947 150 150 100 526.014 483.66 447.205 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"684" 4000028 0 1 0 5 0 -1.4242 0.9423 0.2907 0.2399 -1.7803 1.0346 100 100 150 479.487 474.954 433.82 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"686" 4000028 0 1 0 3 0 0.3335 0.6818 -0.7823 0.078 0.2485 -1.3914 100 150 100 625.964 573.941 561.456 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"687" 4000028 0 1 0 6 0 -0.9823 0.9423 -0.7823 0.7086 0.039 0.3622 100 150 100 545.537 559.103 536.178 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"688" 4000028 0 1 0 5 0 -1.4869 1.4903 -0.7823 0.7416 -2.7106 1.0346 100 100 100 590.167 547.69 520.695 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"689" 4000028 0 1 0 3 0 -0.4342 0.9683 -0.7823 0.5768 -0.2023 -0.6576 100 150 100 588.646 511.724 532.937 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"690" 4000028 0 1 0 5 0 -1.8939 0.1889 -0.7823 0.5938 -0.4501 1.0346 100 150 100 616.537 614.479 582.21 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"691" 4000028 0 1 0 6 0 0.4637 -0.672 1.1928 1.1047 -1.1408 -0.6576 100 150 100 571.702 537.882 512.744 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"692" 4000028 0 1 0 3 0 -0.4342 -0.4415 -0.7823 -0.1976 -1.0726 1.0346 100 100 150 502.573 601.807 518.041 23 -0.6884 1.4731 0.2268 -0.0322 "missing"
"694" 4000030 1 1 0 5 0 0.5949 2.7249 -0.7823 0.4569 -2.0248 1.0346 150 100 100 495.134 494.672 519.434 23 1.2478 -0.6465 0.137 0.2266 "missing"
"696" 4000030 1 1 0 5 0 -0.9823 -0.445 0.8233 0.4571 -1.5794 0.6364 150 150 100 486.131 553.077 545.875 23 1.2478 -0.6465 0.137 0.2266 "missing"
"698" 4000030 1 2 3 5 0 -0.4678 1.4903 0.2907 -0.4634 -2.7106 1.0346 180 135 135 467.384 363.036 391.205 23 1.2478 -0.6465 0.137 0.2266 "missing"
"699" 4000030 1 1 0 6 0 -0.9823 0.6879 -0.7823 0.4847 -1.3583 0.6364 150 100 100 591.459 613.167 688.685 23 1.2478 -0.6465 0.137 0.2266 "missing"
"700" 4000030 1 3 0 6 1 -0.4342 -0.6693 -0.7823 0.0131 -0.2023 -1.1847 200 100 200 564.844 543.101 528.776 23 1.2478 -0.6465 0.137 0.2266 "missing"
"701" 4000030 1 1 0 4 0 0.8207 -0.3184 0.8615 -0.4241 -0.5575 -0.9167 150 100 100 666.461 604.655 621.811 23 1.2478 -0.6465 0.137 0.2266 "missing"
"702" 4000030 1 1 0 3 0 -0.687 -0.3184 2.0987 -0.102 -0.9734 -0.6576 150 150 150 675.463 552.468 633.553 23 1.2478 -0.6465 0.137 0.2266 "missing"
"703" 4000030 1 1 0 6 0 0.052 0.3241 0.2907 0.4737 -1.0628 0.2169 100 100 200 593.829 553.432 592.795 23 1.2478 -0.6465 0.137 0.2266 "missing"
"707" 4000030 1 1 0 5 0 -0.0288 -1.2767 -0.7823 -0.1564 -0.9422 0.3622 200 150 250 549.412 600.41 587.186 23 1.2478 -0.6465 0.137 0.2266 "missing"
"708" 4000030 1 1 0 5 0 1.8905 2.7249 0.2308 0.37 -0.0348 0.6364 150 100 100 603.573 590.076 666.861 23 1.2478 -0.6465 0.137 0.2266 "missing"
"710" 4000030 0 1 0 4 0 1.8905 -0.6824 0.2907 0.3426 -0.0862 -2.0819 150 150 350 538.127 566.571 582.023 23 1.2478 -0.6465 0.137 0.2266 "missing"
"711" 4000030 1 1 0 4 0 -1.2792 1.4326 0.2907 -0.7255 -0.9734 -1.5847 150 100 200 642.08 604.898 669.5 23 1.2478 -0.6465 0.137 0.2266 "missing"
"712" 4000030 1 1 0 5 1 -1.8939 0.9517 -0.7823 -0.3724 -1.1481 0.6364 150 150 150 458.573 445.319 493.574 23 1.2478 -0.6465 0.137 0.2266 "missing"
"713" 4000030 1 1 0 5 0 -1.4869 2.7249 -0.7823 0.0808 -0.3882 -1.0691 150 100 100 501.959 449.563 491.507 23 1.2478 -0.6465 0.137 0.2266 "missing"
"714" 4000030 1 1 0 5 0 -1.2792 2.7249 -0.7823 -0.0647 -1.6916 -1.1847 200 100 100 601.963 529.944 551.149 23 1.2478 -0.6465 0.137 0.2266 "missing"
"715" 4000030 1 1 0 4 1 0.855 2.7249 -0.7823 -0.2512 1.314 1.0346 200 200 200 436.493 369.481 385.358 23 1.2478 -0.6465 0.137 0.2266 "missing"
"716" 4000030 1 1 0 6 0 -1.8939 0.9303 0.2907 0.2657 -1.7803 -0.6576 200 150 150 551.276 426.597 477.741 23 1.2478 -0.6465 0.137 0.2266 "missing"
"717" 4000030 1 1 0 6 0 0.4637 -0.0553 -0.7823 1.1164 -0.7366 1.0346 150 100 100 584.673 534.049 631.329 23 1.2478 -0.6465 0.137 0.2266 "missing"
"718" 4000030 1 1 0 6 0 -0.687 -0.0086 -0.7823 1.178 -0.5886 1.0346 150 100 200 606.49 536.473 472.493 23 1.2478 -0.6465 0.137 0.2266 "missing"
"720" 4000030 1 1 0 5 0 -0.13 1.4326 -0.7823 -0.8094 -0.3172 0.005 200 150 600 543.178 475.949 464.089 23 1.2478 -0.6465 0.137 0.2266 "missing"
"721" 4000030 1 1 0 5 0 -0.2006 0.6818 -0.7823 0.3636 -0.3971 1.0346 150 150 150 495.976 378.449 437.448 23 1.2478 -0.6465 0.137 0.2266 "missing"
"722" 4000030 1 1 0 6 0 0.1097 -1.1351 -0.7823 0.6232 -1.0628 1.0346 150 150 150 465.439 388.276 443.048 23 1.2478 -0.6465 0.137 0.2266 "missing"
"723" 4000030 1 1 0 4 0 1.3423 -0.0553 0.7703 0.8321 -0.2023 1.0346 150 150 150 588.531 591.488 560.712 23 1.2478 -0.6465 0.137 0.2266 "missing"
"724" 4000030 1 1 0 4 0 -0.687 0.6818 -0.7823 -0.0794 -0.5488 -0.6576 200 150 150 653.97 527.521 595.7 23 1.2478 -0.6465 0.137 0.2266 "missing"
"725" 4000030 1 1 0 3 0 0.052 0.6401 -0.7823 0.5083 -0.3584 1.0346 150 100 100 592.261 560.031 636.582 23 1.2478 -0.6465 0.137 0.2266 "missing"
"726" 4000030 1 1 0 6 0 -5e-04 1.4326 -0.7823 0.1234 -1.1864 0.6402 200 150 150 601.084 534.816 563.552 23 1.2478 -0.6465 0.137 0.2266 "missing"
"727" 4000031 0 1 0 6 0 -0.687 0.9683 0.2907 2.0093 0.7015 0.5029 200 150 300 619.963 629.637 553.442 23 0.279 -0.2755 0.6654 0.6101 "missing"
"728" 4000031 1 2 2 5 0 -1.8939 -0.0435 0.2907 0.6185 -1.22 0.6364 200 150 300 493.773 422.819 439.887 23 0.279 -0.2755 0.6654 0.6101 "missing"
"729" 4000031 0 1 0 6 0 0.4637 -1.3416 0.7703 1.5626 -0.2023 1.0346 200 150 350 692.638 668.204 666.897 23 0.279 -0.2755 0.6654 0.6101 "missing"
"730" 4000031 0 1 0 6 0 -1.8939 1.4326 0.2907 0.8691 1.314 1.0346 150 150 100 598.938 570.857 599.734 23 0.279 -0.2755 0.6654 0.6101 "missing"
"731" 4000031 0 1 0 3 0 0.4637 0.2949 0.8615 -0.5777 0.4394 1.0346 150 200 100 637.053 575.75 586.309 23 0.279 -0.2755 0.6654 0.6101 "missing"
"733" 4000031 0 1 0 6 0 -0.4939 -0.5635 -0.7823 1.5206 -0.6878 1.0346 200 150 300 563.43 570.541 556.303 23 0.279 -0.2755 0.6654 0.6101 "missing"
"734" 4000031 0 2 2 3 0 0.052 -1.0703 0.1462 -1.3533 0.2485 -0.6576 150 200 300 514.339 531.135 559.951 23 0.279 -0.2755 0.6654 0.6101 "missing"
"735" 4000031 1 1 0 6 1 0.052 0.1731 -0.7823 0.7981 -0.3172 -0.6576 150 200 300 583.111 561.894 584.135 23 0.279 -0.2755 0.6654 0.6101 "missing"
"736" 4000031 0 2 0 5 0 -1.8939 0.1956 -0.7823 0.6651 -1.5447 1.0346 150 150 100 535.822 531.401 669.409 23 0.279 -0.2755 0.6654 0.6101 "missing"
"737" 4000031 0 1 0 4 0 0.052 2.7249 -0.7823 -0.0819 -0.2441 0.6364 150 150 200 637.52 607.683 583.269 23 0.279 -0.2755 0.6654 0.6101 "missing"
"738" 4000031 0 1 0 3 0 0.4637 1.4903 -0.7823 -1.0449 -0.1719 -0.6576 200 200 100 552.998 568.943 545.472 23 0.279 -0.2755 0.6654 0.6101 "missing"
"739" 4000031 1 1 0 6 0 -0.4939 0.2949 1.5346 0.7166 -1.1481 -0.6576 200 200 400 637.055 615.956 619.541 23 0.279 -0.2755 0.6654 0.6101 "missing"
"740" 4000031 0 2 3 4 0 -1.8939 0.6818 -0.7823 -1.1859 -1.6278 1.0346 180 135 90 534.287 508.978 456.171 23 0.279 -0.2755 0.6654 0.6101 "missing"
"741" 4000031 0 1 0 6 0 -1.8939 2.7249 -0.7823 0.5219 -0.7366 1.0346 150 150 100 557.621 550.972 510 23 0.279 -0.2755 0.6654 0.6101 "missing"
"742" 4000031 0 1 0 6 0 1.8905 -1.1206 -0.7823 0.7856 -1.1481 0.3622 200 200 100 581.94 645.852 582.277 23 0.279 -0.2755 0.6654 0.6101 "missing"
"743" 4000031 1 1 3 6 0 -0.9823 0.4951 0.2907 0.243 -0.7074 0.3622 200 150 350 650.266 603.117 584.817 23 0.279 -0.2755 0.6654 0.6101 "missing"
"744" 4000031 0 2 3 4 0 0.4637 1.4326 -0.7823 -0.4538 -0.5886 1.0346 240 180 360 552.928 548.855 521.01 23 0.279 -0.2755 0.6654 0.6101 "missing"
"745" 4000031 1 1 0 6 0 0.4637 2.7249 -0.7823 1.2583 -1.2443 1.0346 200 150 400 502.17 511.505 549.472 23 0.279 -0.2755 0.6654 0.6101 "missing"
"746" 4000031 0 1 0 6 0 -0.1558 0.4829 -0.7823 0.7791 -0.1605 1.0346 150 150 200 631.879 712.757 688.236 23 0.279 -0.2755 0.6654 0.6101 "missing"
"748" 4000031 1 1 0 4 0 -1.8939 -0.5878 0.6725 -0.3074 -1.6385 0.3622 150 150 200 468.936 531.261 488.385 23 0.279 -0.2755 0.6654 0.6101 "missing"
"749" 4000031 0 1 0 5 0 0.052 0.9423 -0.7823 0.4192 1.314 1.0346 150 150 300 720.048 685.446 700.994 23 0.279 -0.2755 0.6654 0.6101 "missing"
"750" 4000031 1 1 0 6 0 -0.4342 2.7249 -0.7823 0.4835 0.7628 -0.6576 200 150 300 565.634 580.177 612.594 23 0.279 -0.2755 0.6654 0.6101 "missing"
"751" 4000031 0 1 0 6 0 -0.3799 -0.0553 -0.7823 1.0861 -1.1929 1.0346 165 165 110 564.171 485.495 490.716 23 0.279 -0.2755 0.6654 0.6101 "missing"
"752" 4000031 0 1 0 6 0 0.3335 1.4685 -0.7823 0.0304 -0.7074 -1.6688 150 150 250 596.529 549.823 522.327 23 0.279 -0.2755 0.6654 0.6101 "missing"
"753" 4000031 0 1 0 5 0 -0.13 2.7249 -0.7823 1.3109 -0.3172 1.0346 200 150 100 555.654 536.763 510.696 23 0.279 -0.2755 0.6654 0.6101 "missing"
"754" 4000031 1 1 0 4 0 -1.8939 0.9517 0.2907 0.5244 1.314 -0.6576 150 150 400 602.093 551.203 560.166 23 0.279 -0.2755 0.6654 0.6101 "missing"
"756" 4000031 1 2 3 5 0 -1.059 0.9517 -0.7823 -0.8101 -0.1719 0.2127 200 150 300 701.27 657.49 643.805 23 0.279 -0.2755 0.6654 0.6101 "missing"
"757" 4000031 1 1 0 5 1 -1.4242 2.7249 -0.7823 -0.1436 -0.54 0.6402 150 200 500 489.038 450.841 403.886 23 0.279 -0.2755 0.6654 0.6101 "missing"
"759" 4000031 0 1 0 6 0 -0.2459 2.7249 0.2907 1.0056 -0.2023 0.6364 150 150 200 579.856 577.115 593.026 23 0.279 -0.2755 0.6654 0.6101 "missing"
"760" 4000031 0 1 0 3 0 -0.687 -2.0909 -0.7823 0.6591 -1.5447 -1.58 200 150 350 499.471 490.502 504.338 23 0.279 -0.2755 0.6654 0.6101 "missing"
"762" 4000032 0 1 0 5 1 1.8905 -0.8164 0.8615 -0.2836 1.314 1.0346 90 45 90 390.079 304.96 312.154 13 0.4292 0.6432 1.3545 0.8952 "missing"
"777" 4000032 1 1 0 4 0 -0.4342 0.1731 0.2907 -0.2738 -1.371 1.0346 100 100 50 437.917 382.346 363.295 13 0.4292 0.6432 1.3545 0.8952 "missing"
"778" 4000032 1 1 0 6 1 -1.8939 -0.5552 -0.7823 1.0606 -1.3345 -1.5824 50 100 150 437.491 351.228 395.25 13 0.4292 0.6432 1.3545 0.8952 "missing"
"783" 4000032 1 1 0 3 0 0.5949 -0.9061 -0.7823 0.0337 1.314 -1.7671 100 100 0 363.008 322.778 367.793 13 0.4292 0.6432 1.3545 0.8952 "missing"
"786" 4000032 0 1 0 4 0 -1.8939 -0.6843 1.1625 -0.0797 1.314 -1.1847 100 50 0 450.351 380.685 449.86 13 0.4292 0.6432 1.3545 0.8952 "missing"
"787" 4000033 1 1 0 5 0 0.3335 0.6818 0.2907 0.2357 -1.1408 1.0346 100 150 100 500.458 438.405 481.057 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"788" 4000033 1 1 0 6 0 0.052 -0.6913 1.1625 -0.3648 -1.1481 -1.1847 90 135 90 516.34 469.236 511.412 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"790" 4000033 1 1 0 6 0 -1.0109 -0.2383 -0.7823 0.8242 -2.7106 1.0346 100 150 0 587.634 611.495 611.481 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"793" 4000033 1 1 0 6 0 -0.687 -0.6822 -0.7823 1.2628 -0.5683 -1.1847 100 150 0 431.241 303.747 361.062 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"794" 4000033 1 1 0 5 1 -1.8939 -1.866 0.7703 -0.1617 1.314 1.0346 90 135 180 425.113 326.773 377.363 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"795" 4000033 1 2 3 3 0 -0.0288 1.4326 -0.7823 -1.0325 0.2148 0.3622 100 150 250 503.507 388.681 397.288 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"796" 4000033 1 1 0 6 0 -0.687 -0.3184 -0.7823 1.0098 1.314 1.0346 200 300 200 625.113 563.092 596.295 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"797" 4000033 1 1 0 5 0 -1.4869 0.6818 -0.7823 -0.0554 -0.5488 -0.6576 100 150 100 535.796 445.439 523.348 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"800" 4000033 1 1 0 5 0 -0.7592 2.7249 -0.7823 0.1355 1.314 1.0346 100 150 50 549.506 501.711 551.003 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"801" 4000033 0 2 0 4 0 -0.4939 0.4829 -0.7823 -0.4412 -0.7366 1.0346 150 150 0 498.088 493.476 370.765 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"802" 4000033 1 1 0 5 0 1.1911 -1.5698 1.4812 0.7268 0.4522 -0.6576 150 150 50 620.469 573.62 634.96 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"803" 4000033 1 1 0 6 1 -1.8939 2.7249 0.2907 0.0418 -1.1408 -0.6576 100 150 100 561.966 577.451 460.844 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"804" 4000033 1 1 0 3 0 -0.2006 2.7249 -0.7823 -0.4603 -0.0037 -2.4468 100 150 100 420.475 350.403 396.956 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"805" 4000033 1 1 0 6 1 0.8207 2.7249 2.1776 0.7682 -2.7106 1.0346 110 165 275 445.885 478.379 474.059 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"806" 4000033 1 2 2 3 1 -1.4869 2.7249 -0.7823 -0.7939 0.2148 -1.0657 100 150 100 366.2 272.827 388.791 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"807" 4000033 0 1 0 3 1 -0.9823 2.7249 0.2907 -0.5853 1.314 -1.5824 100 150 200 576.973 559.226 608.313 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"808" 4000033 1 1 0 6 0 -0.9295 2.7249 -0.7823 1.7313 -0.2023 -1.2947 100 150 0 467.17 435.289 490.268 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"809" 4000033 1 1 0 5 0 -1.8939 -1.0753 1.7405 1.7296 -0.2023 0.2169 100 150 200 443.004 408.915 443.534 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"810" 4000033 1 1 0 4 0 0.4637 -0.6693 0.2907 0.1402 0.7628 -1.3939 100 150 0 473.555 431.656 390.785 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"811" 4000033 1 1 0 5 0 -0.687 0.9683 -0.7823 0.1321 -0.9734 1.0346 100 150 100 491.494 428.542 463.085 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"812" 4000033 1 1 0 3 0 1.3423 1.4903 -0.7823 -0.7272 -0.7769 1.0346 100 150 50 503.752 486.791 521.394 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"813" 4000033 0 1 0 5 0 0.8207 0.2243 0.8615 0.088 1.314 1.0346 100 150 100 524.033 477.568 508.14 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"814" 4000033 1 1 0 3 0 -0.687 0.9517 0.8615 -0.2132 1.314 -0.6576 100 150 200 503.867 481.513 479.143 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"818" 4000033 1 1 0 4 0 -1.1597 -0.0973 -0.7823 0.5846 0.4522 -1.0691 100 150 50 592.83 458.815 470.03 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"820" 4000033 1 1 0 3 1 0.4637 -1.186 2.07 -0.4403 -0.2023 -1.5824 100 150 200 469.53 390.38 425.474 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"821" 4000033 1 1 0 6 0 -1.1858 0.6738 -0.7823 1.0035 1.314 1.0346 100 150 100 448.554 372.858 444.141 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"822" 4000033 0 1 0 2 0 -0.687 0.4458 0.2907 -1.0512 -0.7769 -0.6576 100 150 300 452.887 466.162 443.737 23 -1.4212 -1.8617 0.6532 -0.8166 "missing"
"823" 4000034 1 1 0 3 1 1.8905 0.4766 0.2907 0.7215 -0.0771 0.6364 200 150 100 552.239 480.462 572.622 33 1.2478 1.3859 0.7009 0.5642 "missing"
"825" 4000034 1 1 0 5 0 0.8794 0.4402 0.2907 0.5795 0.7015 1.0346 240 180 360 518.749 486.888 584.704 33 1.2478 1.3859 0.7009 0.5642 "missing"
"826" 4000034 1 2 0 5 0 -0.4342 1.4903 -0.7823 0.6743 1.314 -0.6576 150 100 100 413.421 411.841 448.738 33 1.2478 1.3859 0.7009 0.5642 "missing"
"828" 4000034 1 1 0 6 0 -0.4342 2.7249 -0.7823 0.6198 -0.5575 1.0346 150 100 200 500.459 441.523 480.489 33 1.2478 1.3859 0.7009 0.5642 "missing"
"829" 4000034 1 1 0 3 0 0.4637 -0.5809 1.1928 0.0146 -2.1621 -0.6576 150 100 150 587.413 519.664 623.509 33 1.2478 1.3859 0.7009 0.5642 "missing"
"830" 4000034 1 3 0 3 0 -1.8939 0.5082 0.8615 -0.7794 1.314 1.0346 200 150 150 478.379 437.993 456.621 33 1.2478 1.3859 0.7009 0.5642 "missing"
"831" 4000034 1 1 0 4 0 -0.4342 -1.0541 0.2907 0.4538 -1.6385 -0.6576 150 100 100 612.728 615.337 611.563 33 1.2478 1.3859 0.7009 0.5642 "missing"
"832" 4000034 1 1 0 5 1 1.3423 1.4685 1.4721 -0.4055 -2.0248 0.5029 200 150 150 553.289 478.668 502.488 33 1.2478 1.3859 0.7009 0.5642 "missing"
"836" 4000034 1 2 0 6 0 1.8905 -0.1769 -0.7823 -0.3661 0.3995 1.0346 150 100 200 565.887 500.407 626.96 33 1.2478 1.3859 0.7009 0.5642 "missing"
"837" 4000034 1 2 0 1 0 1.4083 -0.6732 0.7703 -2.1593 0.4394 -0.9167 200 150 250 401.574 371.718 479.944 33 1.2478 1.3859 0.7009 0.5642 "missing"
"838" 4000034 1 2 2 1 0 -0.0845 0.1589 0.8615 -2.1343 0.2485 -1.1817 200 150 150 502.278 498.227 473.262 33 1.2478 1.3859 0.7009 0.5642 "missing"
"839" 4000034 1 1 0 3 0 -0.687 -0.5635 -0.7823 -0.362 0.7015 -0.6576 150 100 200 614.446 638.132 611.68 33 1.2478 1.3859 0.7009 0.5642 "missing"
"840" 4000034 1 1 0 4 0 -1.8939 1.4903 -0.7823 0.2352 -0.8998 1.0346 200 150 150 507.832 506.718 572.005 33 1.2478 1.3859 0.7009 0.5642 "missing"
"842" 4000034 1 1 0 4 0 -1.4869 0.9683 0.2907 0.0669 -1.7803 -1.1847 150 100 100 616.234 559.489 644.117 33 1.2478 1.3859 0.7009 0.5642 "missing"
"843" 4000034 1 2 0 4 0 0.4637 1.4903 -0.7823 -0.3175 1.314 0.2127 150 100 150 585.867 617.424 579.251 33 1.2478 1.3859 0.7009 0.5642 "missing"
"844" 4000034 1 3 2 4 0 -1.8939 -3.2367 0.8233 -0.929 1.314 1.0346 135 90 90 598.29 565.188 579.882 33 1.2478 1.3859 0.7009 0.5642 "missing"
"850" 4000034 1 2 3 3 0 -1.4869 2.7249 -0.7823 -1.1894 -0.9306 -1.6711 200 100 500 576.462 569.975 585.488 33 1.2478 1.3859 0.7009 0.5642 "missing"
"851" 4000034 1 2 2 3 1 0.4637 -0.9879 -0.7823 -0.9746 -0.2023 1.0346 220 165 220 456.109 402.318 532.429 33 1.2478 1.3859 0.7009 0.5642 "missing"
"852" 4000034 1 3 2 6 1 -1.1597 -0.8241 -0.7823 0.006 1.314 1.0346 220 165 220 511.799 480.992 490.727 33 1.2478 1.3859 0.7009 0.5642 "missing"
"853" 4000034 1 1 0 3 0 0.6556 -0.8097 0.1462 -1.1224 0.481 1.0346 220 110 165 476.822 409.001 506.92 33 1.2478 1.3859 0.7009 0.5642 "missing"
"854" 4000034 1 1 0 6 0 -0.2006 -0.4703 1.2327 -0.6483 -0.7366 -0.6576 180 180 180 677.152 639.813 639.698 33 1.2478 1.3859 0.7009 0.5642 "missing"
"858" 4000035 0 3 3 3 1 0.4637 -1.0572 0.7294 -0.9049 -0.5 -1.5824 135 135 90 315.619 277.421 309.561 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"860" 4000035 0 1 0 5 1 1.8905 -0.6464 0.2907 -0.207 0.1694 0.6364 200 200 1000 341.392 392.494 384.435 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"862" 4000035 1 1 0 3 0 -0.9823 0.0348 -0.7823 0.622 -0.9422 -0.6576 150 150 50 523.998 554.791 549.889 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"863" 4000035 1 1 0 5 0 -1.8939 2.7249 0.2907 0.0467 -2.7106 -2.4468 45 45 0 458.916 433.863 454.075 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"864" 4000035 1 1 0 3 0 -0.687 0.3241 -0.7823 -0.6424 -1.6916 -0.6576 200 150 200 517.262 456.649 479.333 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"866" 4000035 0 1 0 3 1 1.8905 2.7249 -0.7823 -0.5885 0.2384 1.0346 200 200 300 340.616 462.757 454.128 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"867" 4000035 1 1 0 5 0 -0.687 -0.3184 2.07 0.4032 -1.6278 -0.6576 135 135 270 472.236 431.439 429.511 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"871" 4000035 1 2 2 2 0 -0.729 0.0676 2.07 -1.1623 0.7628 -2.4468 135 135 270 405.787 420.104 424.585 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"874" 4000035 1 1 0 3 0 -0.2006 -0.7362 2.0327 -0.736 -0.2023 -0.6439 0 0 0 399.382 391.312 395.162 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"875" 4000035 1 3 0 5 1 0.8207 0.1589 0.8233 0.6844 1.314 -0.6576 150 150 50 265.207 299.523 337.12 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"877" 4000035 1 1 0 5 0 -1.8939 -1.2484 -0.7823 -0.401 -0.6965 0.5029 250 250 250 308.998 352.174 389.108 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"880" 4000035 0 1 0 5 0 -0.4342 0.9517 0.8615 0.3618 -0.3882 1.0346 150 150 50 477.736 486.528 529.519 18 -1.4212 -1.8617 1.524 -0.1274 "missing"
"885" 4000038 0 2 3 6 0 -0.2006 2.7249 1.1625 -0.1384 0.3995 1.0346 180 240 120 384.916 364.58 391.063 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"886" 4000038 1 1 0 4 0 -0.687 0.6818 1.7405 -1.165 -0.2023 -1.9687 100 150 150 412.923 362.357 419.038 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"888" 4000038 0 1 0 3 0 -0.3498 0.6818 -0.7823 -0.5096 -0.7769 0.2169 200 100 400 483.349 518.925 495.463 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"890" 4000038 0 1 0 5 0 1.3423 0.9683 -0.7823 -0.5602 -0.6262 1.0346 350 300 0 387.252 420.897 392.06 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"892" 4000038 0 1 0 5 0 1.0109 0.6818 -0.7823 -0.3272 -1.6916 0.3622 0 150 0 448.481 490.632 468.67 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"893" 4000038 1 1 0 3 0 -0.6133 -0.0845 1.5082 -0.2621 -0.9734 -1.0657 250 150 250 546.678 460.341 462.701 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"897" 4000038 0 1 0 5 0 -0.687 0.3018 -0.7823 0.5199 -1.3684 1.0346 0 150 0 392.302 393.496 406.659 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"898" 4000038 1 1 0 6 0 -0.9295 0.2018 3.8591 -0.6651 -1.1481 -1.8649 150 150 0 362.914 350.316 388.918 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"899" 4000038 1 1 0 5 0 0.9606 -0.5146 -0.7823 -0.2897 1.314 1.0346 0 0 0 420.683 346.53 367.654 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"900" 4000038 1 1 0 3 0 0.4637 -0.6659 1.8016 -1.4483 -2.7106 -2.4468 200 200 200 385.407 363.761 350.346 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"905" 4000038 0 1 0 6 0 1.4083 -0.9244 2.07 1.3565 -0.3971 1.0346 330 220 275 482.163 533.198 472.305 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
"907" 4000038 0 1 0 3 1 -0.5722 -0.9703 0.1462 -1.0806 -2.7106 0.6402 200 150 200 429.946 515.857 540.272 13 -0.9432 -0.3872 0.735 -0.1662 "missing"
